year,month,date,country,country_code,operator,operator_rank,market_share_pct,total_subscribers,new_subscribers,churned_subscribers,net_adds,churn_rate_pct,arpu_usd,revenue_musd,data_usage_gb,coverage_4g_pct,mobile_money_penetration_pct,population,penetration_rate_pct
2026,6,2026-06-01,Mali,ML,Orange Mali,1,62.0,2688822,41182,64900,-23718,2.409,4.52,12.157,4.78,69.0,71.0,25661600,16.9
2026,6,2026-06-01,Mali,ML,Malitel,2,30.8,1335737,21224,48134,-26910,3.627,3.13,4.183,4.75,69.0,71.0,25661600,16.9
2026,6,2026-06-01,Mali,ML,Telecel Mali,3,7.2,312250,4782,15556,-10774,5.095,2.42,0.757,5.21,69.0,71.0,25661600,16.9
2026,7,2026-07-01,Mali,ML,Orange Mali,1,62.0,2688822,40305,66549,-26244,2.48,4.42,11.879,5.36,69.0,71.0,25661600,16.9
2026,7,2026-07-01,Mali,ML,Malitel,2,30.8,1335737,20273,49739,-29466,3.721,3.19,4.266,5.58,69.0,71.0,25661600,16.9
2026,7,2026-07-01,Mali,ML,Telecel Mali,3,7.2,312250,4960,16062,-11102,5.14,2.43,0.759,5.31,69.0,71.0,25661600,16.9
2026,8,2026-08-01,Mali,ML,Orange Mali,1,62.0,2688822,42870,66140,-23270,2.443,4.33,11.634,5.37,69.0,71.0,25661600,16.9
2026,8,2026-08-01,Mali,ML,Malitel,2,30.8,1335737,20720,49612,-28892,3.707,3.14,4.197,5.97,69.0,71.0,25661600,16.9
2026,8,2026-08-01,Mali,ML,Telecel Mali,3,7.2,312250,4804,16259,-11455,5.159,2.31,0.721,5.61,69.0,71.0,25661600,16.9
2026,9,2026-09-01,Mali,ML,Orange Mali,1,62.0,2688822,40068,66879,-26811,2.509,4.23,11.37,5.48,69.0,71.0,25661600,16.9
2026,9,2026-09-01,Mali,ML,Malitel,2,30.8,1335737,19813,48292,-28479,3.667,3.07,4.096,6.06,69.0,71.0,25661600,16.9
2026,9,2026-09-01,Mali,ML,Telecel Mali,3,7.2,312250,4897,15873,-10976,5.058,2.34,0.729,5.61,69.0,71.0,25661600,16.9
2026,10,2026-10-01,Mali,ML,Orange Mali,1,62.0,2688822,38230,67413,-29183,2.485,4.2,11.282,6.27,69.0,71.0,25661600,16.9
2026,10,2026-10-01,Mali,ML,Malitel,2,30.8,1335737,19108,49079,-29971,3.653,2.96,3.956,6.24,69.0,71.0,25661600,16.9
2026,10,2026-10-01,Mali,ML,Telecel Mali,3,7.2,312250,4706,15525,-10819,5.034,2.27,0.709,6.29,69.0,71.0,25661600,16.9
2026,11,2026-11-01,Mali,ML,Orange Mali,1,62.0,2688822,39615,65962,-26347,2.447,4.09,10.995,6.08,69.0,71.0,25661600,16.9
2026,11,2026-11-01,Mali,ML,Malitel,2,30.8,1335737,19544,47642,-28098,3.623,2.96,3.959,6.32,69.0,71.0,25661600,16.9
2026,11,2026-11-01,Mali,ML,Telecel Mali,3,7.2,312250,4480,15992,-11512,5.139,2.24,0.701,6.51,69.0,71.0,25661600,16.9
2026,12,2026-12-01,Mali,ML,Orange Mali,1,62.0,2688822,39264,65441,-26177,2.472,4.15,11.148,6.91,69.0,71.0,25661600,16.9
2026,12,2026-12-01,Mali,ML,Malitel,2,30.8,1335737,19093,48847,-29754,3.658,2.94,3.924,6.81,69.0,71.0,25661600,16.9
2026,12,2026-12-01,Mali,ML,Telecel Mali,3,7.2,312250,4642,15953,-11311,5.177,2.23,0.696,7.15,69.0,71.0,25661600,16.9
